class_index,review_text
2,screenwriter -RRB- Charlie Kaufman 's world
4,sharp as the original
2,each trailer park
2,continuity and progression
3,offers chills much like those
1,capable only of delivering
2,to showcase the Canadian 's inane ramblings
1,minor-league
2,trenchant critique
1,prove that ` zany ' does n't necessarily mean ` funny
2,from the romance
1,Welcome to Collinwood never catches fire .
2,coming-of-age saga
2,exists apart
2,about Shakespeare
4,extremely talented musicians
2,now and then
2,so often a
1,adolescent dirty-joke book
1,cheese-laced spectacles
1,sham actor workshops
2,this as a smutty guilty pleasure
2,Haynes ' work
2,Gulzar and Jagjit Singh
2,A few pieces of the film buzz and whir ; very little of it
2,-LRB- Davis -RRB-
4,To call this one an eventual cult classic would be an understatement
2,is not nearly as dreadful as expected .
2,captures an Italian immigrant family
3,About The Benjamins that 's hard to resist
3,promising work-in-progress
2,an attraction
1,its cutesy reliance on movie-specific cliches
3,redeemed
3,exquisite balance
1,that misfires
1,looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer
3,bolster director and co-writer
2,the origins of Nazi politics and aesthetics
2,American sexual landscape
1,could n't keep my attention
1,Every joke is repeated at least four times .
1,in a rain coat shopping for cheap porn
2,this trifle
1,forgotten 10 minutes
0,that fails on so many levels
3,denying that Burns is a filmmaker with a bright future ahead of him
2,as a gangster sweating
3,This deeply spiritual film taps into the meaning and consolation in afterlife communications .
2,being that it 's only a peek
2,on a show
2,than a gripping thriller
2,broiling
2,film sequel
1,toss it
2,shorter is better .
3,the cast portrays their cartoon counterparts well ... but quite frankly
2,this queen a thoroughly modern maiden
3,a credible case
2,My Father
1,while Said attempts to wear down possible pupils through repetition
2,costumer
1,The script is a dim-witted pairing of teen-speak and animal gibberish .
1,At times Auto Focus feels so distant you might as well be watching it through a telescope .
1,the paranoid claustrophobia
4,refreshing and comical spin
2,for two whole hours
1,painful
2,Wiseman 's
2,Raimi and his team
3,hefty anti-establishment message
1,it pretends to investigate
2,in Pauline And Paulette
2,the definition
2,mixed
0,95-minute commercial
3,manages to incorporate both the horror
2,turning Leys ' fable
2,filmmaker Karim Dridi
3,a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense
1,prickly indie comedy
1,'s not as single-minded as John Carpenter 's original
2,intolerance
2,Weighty and ponderous
3,favour
2,propensity
3,Examines its explosive subject matter
2,trace
2,The Shipping News before it
2,very good reason
2,This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .
3,inimitable Diaz
2,has actually
1,a psycho
4,that the journey is such a mesmerizing one
2,Yakusho
2,both the movie
2,particularly memorable or
2,who loved the 1989 Paradiso will prefer this new version
1,creepy and vague
4,The concept behind Kung Pow : Enter the Fist is hilarious
3,well-rounded tribute
2,unnerving than the sequels
4,way-cool
2,of films
2,combat footage
2,While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza
2,neo-realist treasure .
3,its promising cast of characters
1,push it through the audience 's meat grinder one more time
2,Sandra Bullock and Hugh Grant
2,who is n't a Fangoria subscriber
3,is kind of special
1,This insufferable movie is meant to make you think about existential suffering .
2,re-hash
1,stereotypes are sprinkled everywhere
2,Until -LRB- the -RRB- superfluous
2,he swaggers through his scenes
4,luminous interviews and amazingly evocative film from three decades ago
2,whole bunch
1,balance all the formulaic equations in the long-winded heist comedy
2,to generate suspense rather than gross out the audience
2,Perhaps not
2,saved only by its winged assailants
2,off-screen
3,a superior horror flick
3,perform
2,than an outright bodice-ripper
0,Cruel and inhuman cinematic punishment
2,of a clever gimmick
2,cheek in the film
1,do n't get paid enough to sit through crap like this
2,guilt and
4,Maggie G. makes an amazing breakthrough in her first starring role and eats up the screen .
2,premise anchors
3,defining philosophical conscience
2,of their outrageousness
3,takes its techniques into such fresh territory that the film never feels derivative
4,finding their way to joy
4,One of the very best movies
2,when really what we demand of the director
1,of black indomitability
1,stick to his day job
3,with the kind of visual flair that shows what great cinema can really do
4,crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .
3,best intentions
2,British eccentrics
3,then Triple X marks the spot .
2,of Armenians
4,The stunt work is top-notch ; the dialogue and drama often food-spittingly funny
1,its own meager weight
2,that is an encouraging debut feature but has a needlessly downbeat ending that
1,that few will bother thinking it all through
2,The locale
2,stunt work
1,best you can with a stuttering script
3,IMAX sound system
2,because it 's true
2,in comparison
0,insufferable movie
3,at childhood
2,the third ending
2,attitudes
2,called an example of the haphazardness of evil
1,inject farcical raunch
1,has never looked uglier
2,'ll wind up together
2,Even if you do n't know the band or the album 's songs by heart
4,fairly irresistible package
2,the aristocrats '
2,That proves
4,results is the best performance from either in years
2,place
2,a ` topless tutorial service
2,every shot
2,to be made from curling
2,to have you scratching your head than hiding under your seat
3,of genuine depth
2,It 's about issues most adults have to face in marriage
2,on a certain level
1,a decomposition
2,modestly action-oriented World War II adventure
3,about the filmmaker 's characteristic style
2,Binoche 's
3,romantic urgency
1,delusional man
2,Thi Kim
4,A lively and engaging examination
2,in a way that few movies have ever approached
1,amiable but unfocused
3,to surprise us with plot twists
3,steal your heart away
2,essentially ruined
2,calm
2,with an action icon
2,you believe
3,ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear
2,Like a child with an important message to tell ... -LRB- Skins ' -RRB- faults are easy to forgive because the intentions are lofty
2,for rugrats
2,albeit
2,contemporary music business
2,The slam-bang superheroics
2,O
2,fighter
2,to day
2,superficially
2,acted but by no means scary horror movie .
3,elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with Washington the actor
1,goes on for the 110 minutes of `` Panic Room ''
2,offer you precisely
1,suffer the same fate
1,the somewhat predictable plot
2,haunting than those in Mr. Spielberg 's 1993 classic
3,want to watch
1,old age and grief
1,nearly terminal
2,I 'm sorry to say that this should seal the deal -
3,amusing and engrossing
2,connect and express their love for each other
2,debt Miramax
2,history
3,Jackson and co have brought back the value and respect for the term epic cinema .
1,some creepy scenes
2,a TNT Original
2,in the '60s
1,exist only for its climactic setpiece
1,with strangeness than excellence
2,I 've had since
4,one of the best gay love stories ever made
3,goodness
3,This is one of those war movies that focuses on human interaction rather than battle and action sequences ... and
2,truthful
2,Silbersteins
0,a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale
0,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .
1,is generally mean-spirited
2,receiving whatever consolation
2,the first narrative film
2,as The Monster
2,guessed
2,of the general 's fate in the arguments of competing lawyers
3,can trust
3,might enjoy this
2,puppies
2,The pace and the visuals are so hyped up that a curious sense of menace informs everything .
2,Changing Lanes is an anomaly for a Hollywood movie ;
2,of the film 's present
2,for director Peter Bogdanovich
2,geeked
2,within partnerships and
2,simulation
2,to ESPN the Magazine
2,reassuringly
1,that if the filmmakers just follow the books
2,Besco
3,With amazing finesse
3,most virtuous
1,other hyphenate American young men struggling to balance conflicting cultural messages
2,At its best when the guarded
3,classic French nuance
1,does n't trust laughs
3,to provide insight into a fascinating part of theater history
2,ferment
1,to do a little fleeing of its own
3,thoughtful dialogue
2,same message
3,Elizabeth Hurley 's
3,freshly
2,is an actor 's movie first and foremost .
2,'s the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .
2,hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .
2,believed
2,an hour-and-a-half
2,commenting on the monster 's path of destruction
2,sedate pacing
2,had left well enough alone and just filmed the opera without all these distortions of perspective
3,that a good video game movie is going to show up soon
1,leaning on badly-rendered CGI effects
2,demeanor
